index,chapter,dim0,dim1,book
24,25,0.13746906958578584,-0.14712766735431257,18
25,26,0.13795116069269528,-0.24544036608387282,18
26,27,-0.08269109533689877,-0.09046148759388184,18
27,28,0.09811916326074868,-0.23830476088268618,18
28,29,0.017285280214876565,0.1967628115654244,18
29,30,-0.14576119343696578,0.11101412080285468,18
30,31,-0.22781004953193307,0.2875393220106607,18
31,32,0.13276269913741287,0.13708775330993853,18
32,33,-0.05372129478581459,0.06587477605633794,18
33,34,-0.06863135756911352,0.019156932393694603,18
34,35,0.08689940644876201,0.0693966249059797,18
35,36,0.07450606837689507,-0.12659055790811177,18
36,37,0.027710032444843043,-0.2867653274770721,18
37,38,0.14953039037471533,-0.2350403557761157,18
38,39,0.04290745283196458,-0.28104006899116224,18
39,40,-0.011227890114186973,-0.1513451936947726,18
40,41,0.030043269521239955,-0.16441447394432715,18
41,42,0.617964075990563,0.3483982097677251,18
0,1,0.019358749332848795,-0.26676533546658715,19
1,2,0.0698334914686861,0.049902527930355885,19
2,3,-0.19466937393579828,-0.050863323880687726,19
3,4,-0.06037594732939218,0.06201180496108768,19
4,5,-0.20931346736462872,-0.09455522521472884,19
5,6,-0.19448001992451208,-0.08345547597058951,19
6,7,-0.12508529281213562,-0.05471974949012473,19
7,8,0.08573378958923,-0.02867053849128648,19
8,9,0.006049028711785705,0.0032040863331632805,19
9,10,-0.12127073494057308,-0.11227332587334356,19
10,11,-0.019321787056384016,-0.23777725819049453,19
11,12,-0.005554534864795736,-0.09246744673804369,19
12,13,-0.208013126669511,0.0004969339908070598,19
13,14,-0.04356233495268071,0.00869234747020091,19
14,15,0.0910723494990661,-0.18548538630597633,19
15,16,-0.06403674259445861,-0.05371267765854798,19
16,17,-0.25711986150524585,-0.03005538839685521,19
17,18,-0.09762787487773118,-0.08322161366328168,19
18,19,0.019389466322807296,-0.14657230156432066,19
19,20,0.0489366730616562,0.08443293035613327,19
20,21,0.023121898883734133,-0.008231708653958877,19
21,22,-0.13596349637579064,-0.006589231415839373,19
22,23,-0.004427352588161984,-0.14644126652178832,19
23,24,0.14526919777640576,-0.02408950144784751,19
24,25,-0.2013811825561188,-0.1832356055777399,19
25,26,-0.06971435408660409,-0.16099707622913398,19
26,27,-0.2898967319994379,-0.126741475449428,19
27,28,-0.05846447559350306,-0.1684997738473092,19
28,29,0.2780823965243175,-0.17263323096823868,19
29,30,0.039720653711600086,-0.10085771459051114,19
30,31,-0.34388736503283523,-0.13012088130619032,19
31,32,-0.14188060921589704,-0.08398030206475819,19
32,33,0.20017741873328826,-0.15066103018860838,19
33,34,-0.041932171493939116,-0.3085389298905952,19
34,35,-0.2528866584713115,-0.061622577963871425,19
35,36,-0.1277692521534066,-0.1530486777961668,19
36,37,-0.0729117033333796,-0.31224523631182677,19
37,38,-0.3526867392699687,-0.09851209835281359,19
38,39,-0.20514196618219205,-0.04092777583915063,19
39,40,-0.1994954679593825,0.009847394389305568,19
40,41,-0.2748639836562639,-0.17735269862978947,19
41,42,-0.24455486061684237,0.22967320657173748,19
42,43,-0.12937813525766986,0.2856193614534258,19
43,44,-0.016286598916380075,0.3820610662275943,19
44,45,0.05927300242294319,0.09233549357285122,19
45,46,0.1067412296065219,0.25125159550272064,19
46,47,0.24206433217248646,0.38654317823472956,19
47,48,0.06724420919616793,0.16410414975005605,19
48,49,-0.10906532600589823,0.013065970853431561,19
49,50,-0.09361012879192791,0.16311899703589666,19
50,51,-0.20250756208395032,0.08171658438854092,19
51,52,-0.09200992251217742,0.02119181389682875,19
52,53,-0.10921848869342553,0.19681636467209168,19
53,54,-0.178222430802535,0.18625905566160253,19
54,55,-0.3884667758833717,0.02101233419489474,19
55,56,-0.264614715713056,0.1282423172119325,19
56,57,-0.07092539995521466,0.17266760388732622,19
57,58,-0.037707378133918855,-0.03147980551287017,19
58,59,-0.20563782193479568,0.19902151855073358,19
59,60,-0.01530881103974933,0.36441612212995356,19
60,61,-0.1347473731505853,0.18509569060917894,19
61,62,-0.09424637142840175,0.12644023155955414,19
62,63,-0.06627221208358955,0.08783694640035578,19
63,64,-0.1369305448439668,-0.00800489867236962,19
64,65,0.07913792225634209,0.15918776426266854,19
